date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,label
2020-10-23 05:49:08,5641037,6.875,217.083328,376.166656,62.78125,16894,59.84474,37171,216.5,374.75,60.375,11761,5696,0.898438,7.714844,41.601563,217.25,376.75,61.59375,12191,5535,0.910156,7.226563,41.89453,217.5,377,66.375,13219,5663,0.917969,7.519531,36.523438,0
2020-10-23 05:50:08,5641646,8.125,216.916672,375.833344,62.604168,16458,59.89144,36751,216.75,375,60.75,11791,5662,0.898438,7.714844,41.308594,217,376.5,61.6875,12192,5511,0.910156,7.226563,41.796875,217.5,377,66.1875,12796,5387,0.917969,7.519531,36.621094,0
2020-10-23 05:51:08,5642265.5,8.125,217.416672,376.416656,62.34375,16692,59.891422,37098,217.25,375.75,59.75,11745,5628,0.898438,7.8125,41.015625,217.25,376.5,61.46875,12170,5470,0.910156,7.226563,41.69922,217.75,377,65.8125,13183,5594,0.917969,7.421875,36.42578,0
2020-10-23 05:52:08,5642885,8.125,217.916672,377.833344,62.479168,16749,59.928837,37169,217.5,376.75,59.96875,11746,5679,0.898438,7.617188,41.40625,218,378.25,61.28125,12185,5478,0.910156,7.128906,41.69922,218.25,378.5,66.1875,13238,5592,0.917969,7.421875,36.42578,0
2020-10-23 05:53:08,5643504.5,7.5,219.5,379.75,62.03125,16428,59.835415,37206,219.25,379,59.875,11807,5600,0.902344,7.617188,41.308594,219.25,379.75,60.34375,12082,5365,0.910156,7.226563,41.601563,220,380.5,65.875,13317,5463,0.921875,7.421875,36.328125,0
2020-10-23 05:54:08,5644124,8.125,217.666672,377,62.510418,16529,59.84475,37168,217.25,375.75,60.21875,11759,5610,0.902344,7.910156,40.722656,217.75,377.5,61.15625,12128,5419,0.910156,7.226563,41.503906,218,377.75,66.15625,13281,5500,0.921875,7.617188,35.839844,0
2020-10-23 05:55:08,5644743.5,8.125,217.833328,377.333344,62.572918,16648,59.910122,37162,217.5,376.25,60.1875,11759,5680,0.898438,7.8125,40.722656,217.75,377.75,61.3125,12090,5433,0.910156,7.324219,41.69922,218.25,378,66.21875,13313,5535,0.921875,7.519531,35.64453,0
2020-10-23 05:56:08,5645363,8.125,218.5,378.416656,62.15625,16332,59.900765,37142,218.25,377.5,60,11759,5575,0.902344,7.910156,40.13672,218.25,378.75,60.4375,12079,5350,0.914063,7.421875,41.308594,219,379,66.03125,13304,5407,0.925781,7.714844,35.058594,0
2020-10-23 05:57:08,5645982.5,8.125,218.333328,378.25,62.354168,16529,59.882103,37199,218,377.25,60.53125,11832,5631,0.902344,7.910156,39.257813,218.25,378.5,60.625,12068,5434,0.910156,7.324219,40.527344,218.75,379,65.90625,13299,5464,0.921875,7.617188,34.375,0
2020-10-23 05:58:08,5646602,8.125,218.333328,378.166656,51.5,16443,59.84475,36801,218,377,60.65625,11832,5669,0.898438,8.007813,40.429688,218.25,378.5,60.96875,12067,5438,0.910156,7.519531,41.503906,218.75,379,32.875,12902,5336,0.921875,7.8125,35.253906,0
